name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal
Pablo Figueroa Carillo	M	1982	186	128	Puerto Rico	PUR	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Heavyweight	NA
Jonelle Filigno	F	1991	169	58	Canada	CAN	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Roseline Filion	F	1987	152	52	Canada	CAN	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Synchronized Platform	NA
Filip Filipovi	M	1987	196	101	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	Bronze
Mrio Filipovi	M	1976	182	84	Slovakia	SVK	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Trap	NA
Nenad Filipovi	M	1979	182	74	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 50 kilometres Walk	NA
Predrag Filipovi	M	1979	182	72	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 20 kilometres Walk	NA
Alessia Filippi	F	1987	186	63	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 800 metres Freestyle	Silver
Alessia Filippi	F	1987	186	63	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA
Alessia Filippi	F	1987	186	63	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Individual Medley	NA
Vasily Viktorovich Filippov	M	1981	182	85	Russia	RUS	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA
Svetlana Vyacheslavovna Filippova	F	1990	165	47	Russia	RUS	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Springboard	NA
Yelena Petrovna Filippova	F	1988	158	55	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Lightweight, Freestyle	NA
Tetiana Anatolivna Filoniuk	F	1984	166	47	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA
Sabrina Filzmoser	F	1980	173	57	Austria	AUT	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Lightweight	NA
Jennie Lynn Finch (-Daigle)	F	1981	185	77	United States	USA	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	Silver
Thomas Finchum	M	1990	185	68	United States	USA	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Platform	NA
Thomas Finchum	M	1990	185	68	United States	USA	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Synchronized Platform	NA
Tatyana Pavlovna Firova	F	1983	174	59	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres	NA
Tatyana Pavlovna Firova	F	1983	174	59	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 400 metres Relay	Silver
Fanny Fischer	F	1987	175	63	Germany	GER	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	NA
Fanny Fischer	F	1987	175	63	Germany	GER	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Fours, 500 metres	Gold
Heike Fischer	F	1983	172	62	Germany	GER	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Synchronized Springboard	Bronze
Murilo Antnio Fischer	M	1979	170	68	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA
sa Nilla Maria Fischer	F	1984	176	68	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Gaper Fistravec	M	1987	187	88	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Quadruple Sculls	NA
Julien Fivaz	M	1979	178	74	Switzerland	SUI	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Long Jump	NA
Matthias Flach	M	1983	200	97	Germany	GER	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxed Eights	NA
Shalane Flanagan (-Edwards)	F	1981	166	47	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 5,000 metres	NA
Shalane Flanagan (-Edwards)	F	1981	166	47	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 10,000 metres	Silver
Peter Tersgov Flarup	M	1976	170	56	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA
Carolina "Caro" Flatscher	F	1982	169	69	Austria	AUT	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Two Person Dinghy	NA
Renee Kimberly Flavell	F	1982	159	64	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Mixed Doubles	NA
Paul Fleming	M	1988	172	60	Australia	AUS	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Featherweight	NA
Laura lodie Flessel-Colovic	F	1972	171	55	France	FRA	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's epee, Individual	NA
Jarrod Fletcher	M	1984	180	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Middleweight	NA
Sherry Ingrid Veronica Fletcher	F	1986	167	57	Grenada	GRN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA
Niculae Flocea	M	1987	178	82	Romania	ROU	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	NA
Kristina Lina "Tina" Flognman	F	1981	187	77	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA
Deborah Kirsty "Debbie" Flood	F	1980	177	76	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Quadruple Sculls	Silver
Rzvan Ionu Florea	M	1981	186	72	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Backstroke	NA
Rzvan Ionu Florea	M	1981	186	72	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Backstroke	NA
Rzvan Ionu Florea	M	1981	186	72	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Medley Relay	NA
Rodica Maria Florea-erban	F	1983	183	73	Romania	ROU	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	Bronze
David Florence	M	1983	188	76	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Singles, Slalom	Silver
Guillaume Florent	M	1974	189	95	France	FRA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed One Person Dinghy	Bronze
Ariel Mauricio Flores Gmez	M	1977	178	114	Mexico	MEX	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA
Carlos Julio Flores Prez	M	1981	169	68	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	NA
Mario Ivn Flores Hernndez	M	1979	170	60	Mexico	MEX	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 50 kilometres Walk	NA
Tricia Flores	F	1980	170	60	Belize	BIZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Long Jump	NA
Shirley Margarita Florian Daz	F	1991	191	67	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA
Tairia Flowers	F	1981	170	73	United States	USA	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	Silver
Gemma Flynn	F	1990	168	60	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Zoltn Fodor	M	1985	180	84	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Light-Heavyweight, Greco-Roman	Silver
Colomba Fofana	M	1977	186	76	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Triple Jump	NA
Fatmata Fofanah	F	1985	182	60	Guinea	GUI	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA
Nabie Foday Fofanah	M	1980	182	82	Guinea	GUI	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA
Hlia "Fofo" Rogrio de Souza Pinto	F	1970	173	63	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	Gold
Lyndsie Fogarty	F	1984	174	70	Australia	AUS	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	NA
Lyndsie Fogarty	F	1984	174	70	Australia	AUS	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Fours, 500 metres	Bronze
Alejandro Jos Foglia Costa	M	1984	190	96	Uruguay	URU	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's One Person Dinghy	NA
Anna Foitidou	F	1977	160	54	Cyprus	CYP	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Pole Vault	NA
Vitaly Vitalyevich Fokeyev	M	1974	180	86	Russia	RUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Double Trap	NA
Anton Viktorovich Fokin	M	1983	169	57	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA
Anton Viktorovich Fokin	M	1983	169	57	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA
Anton Viktorovich Fokin	M	1983	169	57	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	Bronze
Anton Viktorovich Fokin	M	1983	169	57	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA
Anton Viktorovich Fokin	M	1983	169	57	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA
Anton Viktorovich Fokin	M	1983	169	57	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA
Nataliya Viktorivna Fokina-Semenova	F	1982	178	75	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA
Mike Fokoroni	M	1977	nan	nan	Zimbabwe	ZIM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA
Cormac Folan	M	1983	192	85	Ireland	IRL	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA
Naomi Anne Folkard	F	1984	169	76	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA
Naomi Anne Folkard	F	1984	169	76	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Team	NA
Victorine Agum Fomum	F	1974	150	68	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Women's Singles	NA
Sandra Fong	F	1990	157	57	United States	USA	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Small-Bore Rifle, Three Positions, 50 metres	NA
Luis Heberto Fonseca	M	1977	170	58	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA
Daniel Monzozo Fontana	M	1976	181	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Men's Olympic Distance	NA
Marco Aurelio Fontana	M	1985	172	68	Italy	ITA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Mountainbike, Cross-Country	NA
Estefana Andrea Fontanini	F	1988	168	62	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Singles, 500 metres	NA
Bruno Fontes	M	1980	175	80	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's One Person Dinghy	NA
Mathieu Fonteyn	M	1985	177	72	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Butterfly	NA
Eileen Karen Lee Chin Foo Kune	F	1982	164	55	Mauritius	MRI	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Women's Singles	NA
Ronald Joseph Forbes	M	1985	191	93	Cayman Islands	CAY	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 110 metres Hurdles	NA
Laia Forcadell Arenas	F	1982	173	59	Spain	ESP	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres Hurdles	NA
David Watson Ford	M	1967	179	74	Canada	CAN	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Singles, Slalom	NA
Martyn Henry de Boulay Forde	M	1985	186	73	Barbados	BAR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA
Juan Pablo Forero Carreo	M	1983	174	70	Colombia	COL	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Pursuit, 4,000 metres	NA
Krystal Forgesson	F	1983	165	63	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA
Cdric Forgit	M	1982	174	70	France	FRA	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, Slalom	NA
Miraildes "Formiga" Maciel Mota	F	1978	162	53	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Silver
Erick Fornaris lvarez	M	1979	170	69	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Synchronized Platform	NA
Denis Forov	M	1985	175	84	Armenia	ARM	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Light-Heavyweight, Greco-Roman	NA
Nicole Wendy Forrester	F	1977	192	72	Canada	CAN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's High Jump	NA
Linda Maria Forsberg (Johansson-)	F	1985	177	74	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Marco Paulo Fortes	M	1983	189	127	Portugal	POR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA
Mark Andrew Foster	M	1970	198	93	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA
Nancilea Marie Foster (Underwood-)	F	1984	170	61	United States	USA	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Springboard	NA
Sally Foster (-Hunter)	F	1985	172	62	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Breaststroke	NA
Brigitte Ann Foster-Hylton	F	1975	170	62	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA
Allodin Fothergill	M	1987	nan	nan	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA
Antonios Fotsis	M	1981	209	102	Greece	GRE	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA
Benjamin John "Ben" Fouhy	M	1979	183	87	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	NA
Hyleas Christine Fountain	F	1981	170	64	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Heptathlon	Silver
milie Fournel	F	1987	155	59	Canada	CAN	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Fours, 500 metres	NA
ngel Fournier Rodrguez	M	1988	198	108	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Quadruple Sculls	NA
William Dexter Fowler	M	1986	198	79	United States	USA	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	Bronze
Sylvia Shaqueria Fowles	F	1986	198	90	United States	USA	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	Gold
William Speed Lane Fox-Pitt	M	1969	196	80	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA
William Speed Lane Fox-Pitt	M	1969	196	80	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	Bronze
Gunhild Bentzen Flstad	F	1982	172	65	Norway	NOR	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Marit Malm Frafjord	F	1986	182	78	Norway	NOR	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Gold
Pedro Diogo Rosas Cardoso Fraga	M	1983	175	70	Portugal	POR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Lightweight Double Sculls	NA
Antonia-Athina Frai	F	1976	171	61	Greece	GRE	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Windsurfer	NA
Thomas Bennett "Benn" Fraker	M	1989	183	80	United States	USA	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Singles, Slalom	NA
Felipe Alves Frana da Silva	M	1987	186	90	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA
Felipe Alves Frana da Silva	M	1987	186	90	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Medley Relay	NA
Genesis del Carmen Franchesco Machado	F	1990	174	58	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA
Zsuzsanna "Susan" Francia	F	1983	188	80	United States	USA	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	Gold
Francielle Manoel Alberto	F	1990	161	61	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Silver
Francielle Aparecida do Nascimento	F	1988	187	62	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	NA
Alleyne Jeremy Francique	M	1976	188	75	Grenada	GRN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	NA
Samuel Adelebari Francis	M	1987	180	85	Qatar	QAT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA
Ethiene Cristina Gonser Franco	F	1992	147	46	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA
Ethiene Cristina Gonser Franco	F	1992	147	46	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Team All-Around	NA
Ethiene Cristina Gonser Franco	F	1992	147	46	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Floor Exercise	NA
Ethiene Cristina Gonser Franco	F	1992	147	46	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA
Ethiene Cristina Gonser Franco	F	1992	147	46	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA
Leryn Dahiana Franco Stenery	F	1982	174	54	Paraguay	PAR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Javelin Throw	NA
Procopio Franco Hernndez	M	1970	169	60	Mexico	MEX	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA
Scott Frandsen	M	1980	188	86	Canada	CAN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Pairs	Silver
Trent Franklin	M	1979	184	83	Australia	AUS	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA
Martina Franko (Holan-)	F	1976	172	66	Canada	CAN	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Sonia Franquet Calvente	F	1980	173	60	Spain	ESP	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Pistol, 10 metres	NA
Sonia Franquet Calvente	F	1980	173	60	Spain	ESP	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Sporting Pistol, 25 metres	NA
Anna Jenny Eva Maria Fransson (Magnusson-)	F	1987	169	73	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Heavyweight, Freestyle	NA
Erminio Frasca	M	1983	174	74	Italy	ITA	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Trap	NA
Pauline Frasca	F	1980	180	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	NA
Brett Micheal Fraser	M	1990	188	82	Cayman Islands	CAY	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Backstroke	NA
Shaune David Fraser	M	1988	188	88	Cayman Islands	CAY	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Freestyle	NA
Shaune David Fraser	M	1988	188	88	Cayman Islands	CAY	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Freestyle	NA
Shaune David Fraser	M	1988	188	88	Cayman Islands	CAY	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Butterfly	NA
Suzannah "Suzie" Fraser	F	1989	175	63	Australia	AUS	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	Bronze
Shelly-Ann Fraser-Pryce	F	1987	160	57	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	Gold
Shelly-Ann Fraser-Pryce	F	1987	160	57	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA
Teresa Frassinetti	F	1986	178	75	Italy	ITA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	NA
Michael Audley Frater	M	1983	170	67	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA
Michael Audley Frater	M	1983	170	67	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 100 metres Relay	NA
Annika Sofia Wiel Fredn (-Hvannberg)	F	1979	175	67	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA
Clayton Fredericks	M	1968	185	87	Australia	AUS	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA
Clayton Fredericks	M	1968	185	87	Australia	AUS	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	Silver
Lucinda Fredericks (Murray-)	F	1966	180	62	Australia	AUS	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA
Lucinda Fredericks (Murray-)	F	1966	180	62	Australia	AUS	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	Silver
Lise Birgitte Vaksdal Fredriksen	F	1980	178	75	Norway	NOR	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	NA
Duncan Seth Free	M	1973	200	100	Australia	AUS	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Pairs	Gold
Alice Elizabeth Freeman	F	1979	176	72	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	NA
David Freeman	M	1982	165	59	Puerto Rico	PUR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	NA
Emily Kaye Freeman	F	1981	165	57	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 200 metres	NA
Emily Kaye Freeman	F	1981	165	57	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA
scar Freire Gmez	M	1976	171	65	Spain	ESP	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA
Meike Freitag	F	1979	186	71	Germany	GER	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	NA
Meike Freitag	F	1979	186	71	Germany	GER	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA
Marcos Andr Sousa da Silva Freitas	M	1988	180	75	Portugal	POR	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA
Patrcia da Costa Freitas	F	1990	173	59	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Windsurfer	NA
Santiago "Santi" Freixa Escude	M	1983	181	85	Spain	ESP	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	Silver
Mark French	M	1985	176	92	Australia	AUS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Sprint	NA
Mark French	M	1985	176	92	Australia	AUS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA
Vitaly Valeryevich Fridzon	M	1986	196	82	Russia	RUS	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA
Michael "Mike" Friedman	M	1983	175	77	United States	USA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Madison	NA
Ariane Friedrich (Tempel-)	F	1984	179	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's High Jump	NA
